word,V cluster value,tf norm value
útil,1.0,0.0462847202446
eliminação,1.0,0.668606385737
eletrônicos,1.0,0.139512966878
elevado,1.0,0.0399220193959
elimina,1.0,0.0969023819587
eliminada,1.0,0.0710717559958
eliminar,1.0,0.304578578942
eliminatórias,1.0,1.15430289699
elogiado,1.0,0.109549597526
elenco,1.0,0.649160395082
elogiar,1.0,0.0908041178936
elogios,1.0,0.309298226098
elogiou,1.0,0.0972433276653
embalo,1.0,0.0554224170341
embate,1.0,0.141364280703
embora,1.0,0.839051525207
eletrônico,1.0,0.235120580411
elementos,1.0,0.169376211224
edições,1.0,0.112884782045
effect,1.0,0.0996596197502
eduardo,1.0,0.287946333421
educação,1.0,0.0549934351556
efe,1.0,0.302387314116
efeito,1.0,0.40585045197
efeitos,1.0,0.155631616006
efetiva,1.0,0.0559866268251
eficiente,1.0,0.0901837448111
elemento,1.0,0.0809966417187
eficientes,1.0,0.0499447788355
eficiência,1.0,0.076544548035
eis,1.0,0.0941765471576
el,1.0,0.0517578160265
electronic,1.0,0.604217202679
eleito,1.0,0.152320895711
emergente,1.0,0.0604943724526
emerson,1.0,0.23822612835
emissora,1.0,0.113273615639
encontrada,1.0,0.0723917101107
encarar,1.0,0.192402295547
encerrado,1.0,0.118382193495
encerrar,1.0,0.102108056479
encerrou,1.0,0.111111111111
encheu,1.0,0.0484143012609
encontra,1.0,0.0683846302886
encontram,1.0,0.0918329516921
emociona,1.0,0.0862420642795
encontrar,1.0,0.302330610605
encontraram,1.0,0.0566217052284
encontrava,1.0,0.0647752874563
encontro,1.0,0.381804992499
encontrou,1.0,0.178992762892
energia,1.0,0.209691043763
encara,1.0,0.389380669422
encaixar,1.0,0.0560241625212
encaixam,1.0,0.0718259123974
encaixa,1.0,0.0640038649736
empresas,1.0,0.709464330345
empresa,1.0,1.89752592837
empregos,1.0,0.0556148656014
empregados,1.0,0.089727635149
empolgação,1.0,0.107752060152
empolgado,1.0,0.0713187822608
empecilho,1.0,0.0408680825388
empatou,1.0,0.177640714617
empates,1.0,0.0532025133399
empate,1.0,0.973060775729
empatar,1.0,0.0484143012609
empata,1.0,0.111773099733
emoções,1.0,0.10133432604
edmund,1.0,0.112014971302
edição,1.0,1.34126391536
estados,1.0,0.643740913453
dortmund,1.0,0.105231896738
dominou,1.0,0.238049250603
dominância,1.0,0.0700862554083
domínio,1.0,0.187330034525
dono,1.0,0.391785176958
donos,1.0,0.212991157336
dores,1.0,0.270735809025
doses,1.0,0.109490524495
domingo,1.0,0.928393334169
double,1.0,0.328883955429
dourada,1.0,0.158256774194
download,1.0,0.532457225649
draft,1.0,0.15262038104
dragqueen,1.0,0.0697042451541
dream,1.0,0.212966342086
dominick,1.0,0.156890607658
dominar,1.0,0.106927927049
editores,1.0,0.822827763601
dizer,1.0,0.376393959749
divulgado,1.0,0.334003666372
divulgados,1.0,0.224133010377
divulgando,1.0,0.147748995973
divulgar,1.0,0.240642180127
divulgou,1.0,0.393721035268
dizendo,1.0,0.210534500688
diálogo,1.0,0.0582185699721
dominando,1.0,0.106895381478
diário,1.0,0.13233002997
dobro,1.0,0.203955414531
documentário,1.0,0.31612224443
dois,1.0,4.46835594418
domicílio,1.0,0.0819704121923
dominada,1.0,0.115583285364
dreams,1.0,0.129328077832
drible,1.0,0.0465233645932
driblou,1.0,0.0744977420894
economia,1.0,0.0695583702012
débito,1.0,0.205602867272
década,1.0,0.0630528639618
dólares,1.0,0.122041660664
dúvida,1.0,0.200189310773
dúvidas,1.0,0.226118307711
ea,1.0,1.20185438297
econômica,1.0,0.103612488689
drogba,1.0,0.403926795241
edgar,1.0,0.790972601321
edge,1.0,0.302150836469
editais,1.0,0.0467528994519
edition,1.0,0.475233591254
editor,1.0,0.25385920531
editora,1.0,0.137089517585
dão,1.0,0.227153862179
dá,1.0,0.96455690368
duvidado,1.0,0.0983269862919
duty,1.0,0.199190341397
durou,1.0,0.217509940633
duro,1.0,0.240702942986
