word,tf norm value
jogos,8.17876932935
jogo,7.8512155161
of,5.74344315393
games,4.9727727594
game,4.107267229
the,3.43687428098
legends,3.16712022218
league,3.15047896028
brasil,2.27789230835
melhor,2.03578435204
arena,1.95841713176
indústria,1.8052180076
videogames,1.70895703687
site,1.67277682466
pessoas,1.66712265018
além,1.65720296843
apenas,1.6136251992
personagens,1.5857127324
dia,1.48186854359
mil,1.40742884097
empresa,1.38691371857
jogadores,1.37176059496
ano,1.28335799711
riot,1.27386780829
parte,1.23761624056
evento,1.23379113065
flappy,1.20950203913
segundo,1.18305088157
público,1.16868328735
brasileiros,1.16002630261
festival,1.14575356691
paulo,1.14073833535
monetáriointerno,1.12484598035
final,1.09152415362
mundo,1.085141809
dez,1.06929711536
dois,1.05615239396
caio,1.03167579126
bem,1.02771904174
maior,1.02408520205
aqui,1.02330034182
cultura,1.01049371653
sociais,1.00829184316
brasileiro,0.987366733663
in,0.976059295425
assim,0.972526537249
independentes,0.947740567756
mercado,0.942852341277
big,0.927664841319
opiniões,0.926080366424
repórteres,0.923331545127
studios,0.911176930767
equipe,0.90741832576
apesar,0.88150617753
companhia,0.874370878797
forma,0.867639073149
durante,0.866963043188
desenvolvimento,0.859954914359
novo,0.854002376475
anos,0.851080450919
gostou,0.845472944348
bird,0.841834376893
executivo,0.835366367242
gente,0.834714057745
tempo,0.831778705265
ea,0.824893673599
editores,0.822827763601
social,0.806523788463
estúdio,0.795263169241
melhores,0.795177279132
lançamento,0.787759638001
indie,0.784587447518
ios,0.774628870911
teixeira,0.770891043608
algo,0.766044811539
and,0.764113524626
acordo,0.753411340098
série,0.753276672259
qualquer,0.746917054612
menos,0.737376914874
história,0.720926493174
videogame,0.710414897464
empresas,0.709464330345
sucesso,0.709378328941
nova,0.705089828322
jogar,0.684508374803
onde,0.679456594407
eventos,0.674720494721
steam,0.668596758977
dias,0.663268735121
horas,0.650212464627
entrevista,0.643546487605
lista,0.642999114942
design,0.642077088754
internacional,0.632103541394
corraini,0.627079428207
booth,0.620336276201
lançado,0.617063341043
heitor,0.615538027032
conheça,0.61065327564
co,0.609733632828
dentro,0.60809554341
henrique,0.606173977805
mulheres,0.598414851283
responsável,0.597012553322
plataforma,0.591552683386
podem,0.590363624268
quase,0.585004201786
feira,0.583313352079
multiplayer,0.581932032559
