word,tf norm value
feira,4.44104410595
time,4.42138244427
equipe,4.29628349948
minutos,4.21996069091
jogo,4.13857895136
gol,3.85918707343
jogador,3.77306005294
anos,3.6489937948
final,3.58958734754
euro,3.4981714608
real,3.48278546656
técnico,3.46546177574
breno,3.34439260137
futebol,3.26424112787
partida,3.20473690668
brasileiro,3.08006319936
paulo,3.06548865338
campeonato,3.04955095194
clube,2.98580966434
atacante,2.88981319147
espanha,2.88823467934
bola,2.86081932103
segundo,2.8496874452
casa,2.81753429883
tempo,2.80679539853
dois,2.74188817347
madrid,2.70155363008
gols,2.69286933272
barcelona,2.69085422753
torcedores,2.53696876297
seleção,2.49519973222
título,2.46845619223
vitória,2.40715653419
espanhol,2.36236399077
alemanha,2.31517542973
grupo,2.2963780827
temporada,2.27144707269
quarta,2.19772977868
primeira,2.1834786626
campeão,2.16697556974
notícia,2.15200535595
bayern,2.14246284344
dia,2.13857055708
fez,2.12226893434
rodada,2.09844051485
torneio,2.09835830619
três,2.08161275869
vai,2.06817513045
ano,2.06500969306
deixe,2.06138282329
liga,2.06080773389
munique,2.04676927547
comente,2.04145574491
pontos,2.03357948059
competição,1.9678166514
monetáriointerno,1.9599076421
jogadores,1.94778828016
recado,1.92546531966
sábado,1.87496887669
guardiola,1.81756412301
copa,1.77644457533
meio,1.75081863197
messi,1.74789023524
campo,1.72836415965
zagueiro,1.666667781
jogos,1.66569902447
bem,1.65869620341
confira,1.65650840457
duas,1.59580698303
apenas,1.56654672686
atleta,1.55799310393
chegou,1.5496985804
área,1.53987139572
jogar,1.53309159914
defesa,1.51637310451
itália,1.51631925379
ronaldo,1.5086905886
melhor,1.50695618315
quatro,1.50494527513
país,1.502452238
campeões,1.48454232134
neste,1.46894963969
placar,1.46116751181
afirmou,1.45353241046
corinthians,1.4318599865
mundo,1.42175879373
milhões,1.38729386373
cristiano,1.37920801831
torcida,1.36317532212
polônia,1.35457112127
atlético,1.33512941856
marcou,1.32220399532
fim,1.3160418829
inglês,1.2947604835
próxima,1.29155520445
lesão,1.2672255525
meia,1.26569412109
goleiro,1.26493364393
chance,1.25067984139
conta,1.24784313292
treinador,1.23992216472
segunda,1.22823103135
árbitro,1.22123434657
argentino,1.21561454948
momento,1.20286180722
equipes,1.18740081881
maior,1.17615259558
durante,1.17484250254
logo,1.17480862222
duelo,1.1629892026
eliminatórias,1.15430289699
portugal,1.15259265108
brasileirão,1.14536186766
quinta,1.13938163317
ex,1.13901977176
ficar,1.13216864771
passou,1.11153782272
estádio,1.1043849017
recebeu,1.10198137295
árbitros,1.10024610146
perdeu,1.09679237937
marca,1.09595709235
santos,1.08655608931
eurocopa,1.0764284685
caso,1.07300096331
resultado,1.07229504769
cinco,1.05487237736
adversário,1.04468743537
desde,1.04297921475
acabou,1.03288870235
frente,1.03254146672
ataque,1.01892218567
seleções,1.01781132403
cavaliers,1.01733003055
vezes,1.01512041932
chances,1.01371289749
times,1.00572773164
flamengo,0.991778089951
derrota,0.989532803225
mg,0.98327276681
nba,0.983144647853
história,0.982644845801
empate,0.973060775729
conquista,0.970090243024
frança,0.95542966429
inglaterra,0.953918510426
francês,0.951447863591
além,0.933635541191
volta,0.919111345284
presidente,0.917110271583
ucrânia,0.913929173483
lebron,0.906476749263
europa,0.901228485694
pênaltis,0.89743702228
manchester,0.89499617971
apesar,0.894103210269
atletas,0.892917506016
brasília,0.887076367322
chelsea,0.885774700419
conseguiu,0.873644147871
classificação,0.873065821326
holanda,0.868802852149
cruz,0.867241443002
united,0.865460146362
incêndio,0.860493745566
luis,0.855823986831
dentro,0.853417880506
camisa,0.853020598036
sexta,0.850913881702
deixou,0.847032539382
voltou,0.84547463308
domingo,0.845376843041
ficou,0.845250789688
lado,0.83986132683
julgamento,0.839836699457
principal,0.835384867703
boa,0.831788912498
deu,0.827450115501
vaga,0.822962104543
europeu,0.818554426104
esquerda,0.81842040302
bom,0.816515457266
forma,0.815598690233
novo,0.814240970656
libertadores,0.813098715301
brasil,0.799834051076
junho,0.789886351667
fabiano,0.786934972315
mundial,0.786522483445
treino,0.78213181516
botafogo,0.782070442055
rodadas,0.777091869336
bilhões,0.774288695812
contrato,0.772950273771
falta,0.772423758346
terça,0.767519031144
palmeiras,0.762200403223
joelho,0.759925921354
deixar,0.758329271764
tabela,0.757568527391
portuguesa,0.7569128494
entrevista,0.752821071854
etapa,0.750650201837
começou,0.739236187319
próximo,0.735327882596
alemã,0.733516431084
barça,0.733329171844
david,0.73286304545
rio,0.73242982461
casillas,0.729488796146
cara,0.725723662702
irlanda,0.725632569366
venceu,0.724601856401
terceira,0.721426716541
bateu,0.720802797583
decisão,0.718575128014
arbitragem,0.718367739053
dar,0.717815640176
cruzeiro,0.717280265293
passado,0.711997955546
dias,0.709106523124
quase,0.709024326701
clubes,0.706206951188
alemão,0.703624412933
artilheiro,0.703227444938
basquete,0.701590960862
saída,0.7010537786
atual,0.695283372656
fluminense,0.692355333845
horário,0.686318473377
clássico,0.686069846818
camisas,0.683885194602
local,0.681750550325
prisão,0.67371263918
chutou,0.671474114211
fase,0.669742566746
city,0.669486460667
grêmio,0.668832478187
eliminação,0.668606385737
colocado,0.662414605944
assim,0.659297357242
bilbao,0.65911363691
justiça,0.655878170375
cerca,0.655858503752
sergio,0.653802334136
coritiba,0.652899989048
cruzamento,0.652845736665
esquerdo,0.651365168984
pênalti,0.651110774892
semana,0.649166429955
possível,0.64781535933
cima,0.647299957528
cbf,0.64680237445
problemas,0.646045660137
ramos,0.644271662865
vence,0.64354256598
torcedor,0.640525613378
faz,0.634881106498
entanto,0.634338516769
posição,0.633742308516
rei,0.633691360076
diferente,0.627680281014
athletic,0.625919650966
menos,0.622106570555
técnica,0.621144800291
robben,0.62027940169
redes,0.618424151096
situação,0.617775680415
estreia,0.617643061877
artilharia,0.613298560957
perto,0.613195375437
vantagem,0.612922479454
abaixo,0.608810047598
bastante,0.608272122668
notícias,0.608209643042
esporte,0.608089210464
vote,0.604444576901
semifinais,0.603050845586
heat,0.597526527232
elenco,0.59555476834
cleveland,0.592810053047
leão,0.592728727623
americano,0.592679263113
joão,0.590346062199
diante,0.586370450043
vou,0.583416611346
estádios,0.582083900392
rebaixamento,0.578082751886
ibrahimovic,0.577212346455
parte,0.574515825836
cobrança,0.57375410006
tornou,0.573614248595
espera,0.572637113832
gibraltar,0.571370058511
goiás,0.570708364427
oportunidade,0.569578234098
miami,0.568734715011
saiu,0.567010200025
