word,tf norm value
jogo,4.72550559316
time,4.65284970701
feira,4.48020712845
equipe,4.29628349948
minutos,4.28575586041
jogador,4.08978570657
anos,3.98431219202
gol,3.91517632453
ufc,3.81179311267
brasileiro,3.80965457051
final,3.67582941182
real,3.53877471766
técnico,3.52244206397
partida,3.50429499896
euro,3.4981714608
breno,3.34439260137
futebol,3.26424112787
campeonato,3.15914582978
clube,3.15377741762
campeão,3.13847171673
vitória,3.09937333634
paulo,3.09565350225
segundo,3.05561036578
casa,2.98142465925
tempo,2.95216731882
bola,2.91680857213
dois,2.90913657548
atacante,2.88981319147
espanha,2.88823467934
torcedores,2.83342620539
título,2.82727360066
dia,2.79366521997
madrid,2.75754288117
barcelona,2.74684347863
gols,2.69286933272
monetáriointerno,2.58636431563
seleção,2.55118898332
temporada,2.44445349567
ano,2.42246539235
vai,2.39024864488
espanhol,2.36236399077
liga,2.34549247314
alemanha,2.31517542973
primeira,2.31493371416
grupo,2.2963780827
jogadores,2.28372378673
comente,2.25573869698
notícia,2.25514833616
fez,2.22781161935
torneio,2.21141580983
bayern,2.19845209453
quarta,2.19772977868
meio,2.19136297217
pontos,2.1800632783
três,2.16903744099
confira,2.12752064894
munique,2.10275852657
rodada,2.09844051485
rio,2.09739958634
sábado,2.06620034769
deixe,2.06138282329
bem,2.0004832101
competição,1.9678166514
melhor,1.9466829362
recado,1.92546531966
apenas,1.87543118051
guardiola,1.81756412301
atleta,1.81635865092
duas,1.80826529587
copa,1.77644457533
messi,1.74789023524
campo,1.72836415965
jogar,1.69390847937
área,1.67146173471
zagueiro,1.666667781
jogos,1.66569902447
aldo,1.6600459664
nba,1.63375425578
mundo,1.592355676
chegou,1.57986342927
quatro,1.55855090187
afirmou,1.54617736774
defesa,1.51637310451
itália,1.51631925379
neste,1.51076174019
ronaldo,1.5086905886
país,1.502452238
novo,1.50230267984
duelo,1.50055422439
chance,1.49654289089
campeões,1.48454232134
fim,1.47727937816
belfort,1.47534264153
placar,1.46116751181
durante,1.45674558031
inglês,1.443831682
josé,1.4375808195
corinthians,1.4318599865
lesão,1.42526313009
conta,1.40459173987
milhões,1.38729386373
cristiano,1.37920801831
torcida,1.36317532212
polônia,1.35457112127
cinturão,1.33854908097
adversário,1.33639687875
atlético,1.33512941856
silva,1.33428890138
marcou,1.32220399532
ex,1.29271606354
próxima,1.29155520445
segunda,1.28430824676
