word,V cluster 0 value,tf norm value
jogo,19.3527267394,17.409134665
jogos,15.6353496953,14.0184074837
playstation,6.35047727335,6.50286252979
feira,6.07173171202,6.63423662207
novo,5.79390446145,6.4397883303
equipe,5.55833915879,5.38402375813
minutos,5.2089078997,4.59140755144
xbox,5.08179498493,5.93517551309
dia,5.07335915865,5.32093077415
game,5.00866710716,5.40202523592
time,5.00674944051,5.21085736446
dois,4.83620090059,4.46835594418
real,4.81827687176,4.27962701698
apenas,4.51116813321,4.59242923649
gol,4.50542691225,3.91517632453
anos,4.45772025754,4.91571457583
tempo,4.44838081005,4.3141804196
brasileiro,4.38930985302,4.87632646275
console,4.36396050274,4.56307259533
jogador,4.3587845406,4.68028023127
final,4.34828341839,4.9373205725
ano,4.29161837095,4.75079310834
título,4.21163516811,4.31037511355
monetáriointerno,4.20360363283,4.81840908599
segundo,4.18209501695,4.64121947369
jogadores,4.1802252545,4.30228612023
paulo,4.1686529716,4.23639183759
games,4.03979737147,5.41506727974
partida,4.03762862007,3.73445248798
brasil,3.93566269372,4.75295749281
sony,3.9137459447,4.15619803355
wii,3.82603791767,3.89686450689
melhor,3.81526278733,4.04988727448
técnico,3.53305987435,3.56462451803
the,3.49034659586,4.10855529243
bola,3.34768787087,2.91680857213
além,3.26154453813,3.65357593645
madrid,3.2080918363,2.75754288117
casa,3.20352172774,3.40081430181
campeonato,3.19917468066,3.42909922129
clube,3.18616471509,3.15377741762
bem,3.18465079801,3.10801094029
gols,3.13437836723,2.69286933272
nintendo,3.11159571244,3.27248181662
barcelona,3.10020325327,2.79061228958
durante,3.07654041673,3.25896696005
espanha,3.06646095529,2.9656773629
mundo,3.00768427503,3.30879150899
três,2.94160273515,2.96444738924
vitória,2.94125321271,3.13423114506
atacante,2.9368172967,2.88981319147
quarta,2.87981185012,3.00284722489
euro,2.80695248024,3.4981714608
vai,2.80639171403,3.01190358314
breno,2.78896029116,3.34439260137
pessoas,2.78113833016,2.5572955834
jogar,2.77593832931,2.80796312875
grupo,2.72178529792,2.7649274719
futebol,2.714864825,3.301483074
nova,2.70814881071,3.08765693943
lançado,2.70789836497,2.68510123945
primeira,2.65153187769,2.87580869334
fez,2.64846743372,2.61110358594
arena,2.64264683384,3.02027939557
espanhol,2.63265988385,2.41562175014
campeão,2.6305598578,3.27410639528
liga,2.58517043086,2.53157804296
meio,2.55160115744,2.82656856003
área,2.53913442174,2.12859744768
quatro,2.50305568628,2.41344692675
temporada,2.49492117547,2.8250591232
pontos,2.46935858667,2.27903941545
mil,2.4055484918,2.67438462566
one,2.40500269189,2.70936450188
torcedores,2.39941557976,2.83342620539
ps,2.37357956081,2.46754638865
seleção,2.32547218473,2.6180042938
usmonetáriointerno,2.3011921891,2.62675989352
ufc,2.25584211374,3.87983449441
duas,2.25491695367,2.24847688731
conta,2.25261218483,2.40958508998
lançamento,2.24857238605,2.57362895081
messi,2.18433455097,1.74789023524
afirmou,2.16661902471,2.39849152024
alemanha,2.15588939502,2.34179717313
bayern,2.14993421414,2.19845209453
maior,2.14106603093,2.46204157517
evento,2.09641180515,2.39152043826
segunda,2.09401566921,2.08686845174
apesar,2.05582998513,2.15949278802
site,2.03371860137,2.47725142415
notícia,2.02529850212,2.34518400098
forma,2.01670432786,2.0673125809
torneio,1.99575295791,2.52315652071
comente,1.99271958417,2.33907203032
versão,1.98310221978,1.95832779588
parte,1.97647960691,2.179732776
munique,1.97480013374,2.10275852657
sábado,1.96472352546,2.06620034769
neste,1.96196767537,1.95089030972
microsoft,1.95997086014,2.27360974308
deixe,1.95954544058,2.16156875952
competição,1.94855416185,2.05481368611
copa,1.93221554327,1.77644457533
chega,1.91928342124,1.93271757459
rodada,1.8866201002,2.09844051485
série,1.88119538712,1.99140987396
campo,1.86166195746,1.83184225111
guardiola,1.85331976861,1.81756412301
estúdio,1.84505841366,1.65571896577
menos,1.80481270611,1.90734624081
fim,1.79414011725,1.91502163193
brasileiros,1.79373083767,1.48360480136
país,1.78422834766,2.13062302069
dentro,1.77721891075,1.84299175991
chegou,1.77344488912,1.79053389634
ronaldo,1.76717974037,1.5086905886
possível,1.76610079736,1.88969247743
defesa,1.75956217915,1.53882235291
confira,1.7569318838,2.34917808533
itália,1.74981774923,1.51631925379
marca,1.74426201183,1.63425466257
assim,1.73818466609,2.1271859461
momento,1.71573301702,1.86808076851
recado,1.71010579318,1.92546531966
qualquer,1.70804815902,1.61476244817
controle,1.69381580209,1.94460395871
vezes,1.69054365748,1.66104357838
super,1.69032765678,1.98627762576
milhões,1.68779444263,2.36864290847
caso,1.67896828353,1.8529715666
dias,1.67687206997,1.8005169387
aqui,1.6567758749,1.79147204724
sociais,1.63464862667,1.0809864299
história,1.62974653062,1.70357133897
onde,1.61106921852,1.572843532
anunciou,1.59064092328,1.71630866585
placar,1.58301237701,1.46116751181
rio,1.58172040177,2.14572051893
campeões,1.58095663835,1.68145607504
atleta,1.57961029834,1.84469966099
cristiano,1.57919783275,1.37920801831
dez,1.55537465604,1.54728679307
zagueiro,1.55333547205,1.666667781
atual,1.55314666593,1.78682064303
desde,1.55240200313,1.67547953777
companhia,1.54846415483,1.93862702659
chance,1.52209632439,1.51339549379
gente,1.51988235491,1.47691429217
marcou,1.5001144995,1.32220399532
próximo,1.49696384463,1.5426554769
trailer,1.49294808058,1.62151478079
traz,1.48980575694,1.49522006698
frente,1.48955498608,1.38076539741
europa,1.47453593301,1.51346298599
equipes,1.46556764766,1.7582655151
nba,1.46363864381,1.70179563753
tv,1.45849412707,1.61709604569
recebeu,1.4576475768,1.44439424932
ex,1.45694848814,1.64155721116
duelo,1.45470150082,1.50055422439
atlético,1.44296671953,1.33512941856
precisa,1.44254394783,1.17197822425
desenvolvimento,1.43804464131,1.28806334082
empresa,1.43680388098,1.89752592837
edição,1.42620605827,1.34126391536
bastante,1.42243852254,1.46778307607
indústria,1.41829765625,1.8052180076
data,1.40735574797,1.38301237739
deu,1.40111839815,1.35933965713
ficar,1.39969234771,1.45009430457
meia,1.3995743359,1.29533757942
logo,1.39808863416,1.39549395
nada,1.39444593485,1.40162967657
perdeu,1.39403597798,1.40080111144
online,1.3898763782,1.50827909898
setembro,1.3703084359,1.52926183233
torcida,1.36566524912,1.41509273528
argentino,1.36365435649,1.21561454948
boa,1.35763510795,1.35493150649
chances,1.35680423524,1.31682876095
videogames,1.35421820917,1.7592797551
quinta,1.35264021413,1.43675534573
algo,1.35242911846,1.202500003
próxima,1.34285543228,1.46403398634
consoles,1.33022371279,1.30651374934
podem,1.32826546429,1.18023168807
corinthians,1.32000481679,1.4318599865
goleiro,1.31672345685,1.26493364393
entrevista,1.31467951666,1.67739351422
outubro,1.31151386297,1.76821542006
faz,1.30907918199,1.30685958224
presidente,1.30048290896,1.655631875
lado,1.29805779375,1.31733746632
independentes,1.296188357,1.09101463388
preço,1.2939152177,1.34099782111
passado,1.28951533664,1.49438620437
adversário,1.28511833663,1.33639687875
passou,1.28372383632,1.25941177094
tanto,1.27717693988,1.34377707148
vem,1.27000033017,1.28843368532
multiplayer,1.26404515108,1.17173750492
volta,1.26311927816,1.31788524872
city,1.25658188282,1.4274434691
estádio,1.25179664406,1.15845870874
festival,1.24973260014,1.14575356691
novos,1.24962387697,1.4315988891
clubes,1.24183048499,1.14336467193
árbitro,1.23732351446,1.27722359766
cinco,1.23698294609,1.22143794555
ataque,1.22981579409,1.05764234031
new,1.22820049811,1.51447469942
responsável,1.22818328527,1.17366280036
resultado,1.2281083172,1.22373105365
inglês,1.21623527065,1.48853476236
brasileirão,1.21241651658,1.20135111876
quase,1.20603989347,1.31775747838
brasília,1.199984673,1.12045948556
deixou,1.19729617948,1.17002911364
tão,1.19538777623,1.12334079034
decisão,1.19530673036,1.44735579642
mario,1.19053622426,1.38989734026
conferência,1.18565882748,1.29175578459
cultura,1.1853340977,1.0554858436
acabou,1.180776688,1.29971815175
principal,1.18047684893,1.37877209414
lesão,1.17973247147,1.42526313009
oficial,1.17936719728,1.38562166816
lista,1.1767296951,1.35641486138
polônia,1.16765567874,1.35457112127
eliminatórias,1.16380337149,1.15430289699
clássico,1.16020927939,1.01844508683
títulos,1.15803801314,1.32035646571
sucesso,1.1569697366,1.26864496849
ficou,1.1550372295,1.14806484749
mercado,1.15351001949,1.11307871877
vídeo,1.15194851633,1.38886828875
local,1.14936688756,1.14575244602
criadores,1.14696471312,1.05336797773
live,1.14361855412,1.4846604526
novembro,1.13906118648,1.29185783105
alves,1.13463784655,0.928988075592
conseguiu,1.13053160894,1.05727974402
abaixo,1.12835034415,1.50719621513
santos,1.12729651602,1.08655608931
falta,1.12361405406,1.14632956726
flappy,1.11791915899,1.20950203913
studios,1.11448956642,1.25671895091
treinador,1.11220180873,1.23992216472
portugal,1.10476853651,1.15259265108
norte,1.10283908609,1.40000759982
ios,1.08839169764,0.948706526866
trabalho,1.08704382309,1.03919193327
espera,1.08338840067,1.02352566136
in,1.0829973789,0.976059295425
chegar,1.08096899793,1.05370443881
melhores,1.07916509687,1.14849832127
esquerda,1.06848622352,0.952176839973
plataforma,1.0664011591,0.871280542718
semana,1.06446357347,1.15251247441
acordo,1.05988880207,1.61184386755
empate,1.0581743828,0.973060775729
plus,1.05603331125,0.932795199216
conquista,1.05391708403,1.09155276358
saída,1.05012697024,1.22076502709
hoje,1.04620366513,1.00284689783
diferente,1.04410377588,1.28794304583
ea,1.04000528688,1.20185438297
big,1.03442218925,0.927664841319
fase,1.03329475926,0.96341733675
derrota,1.03080105226,1.03171525729
inglaterra,1.02602394006,1.03577944571
dar,1.02477231396,1.06163128201
começou,1.02397920038,0.97701222021
caio,1.02243151808,1.11098094983
henrique,1.02211067054,0.952313623483
então,1.02028572932,0.912363438092
problemas,1.01797455082,1.21402815455
américa,1.0139813355,1.12134991992
estar,1.01396356052,1.02359208442
sistema,1.00444426596,1.25692716736
mg,1.00338678884,0.98327276681
aldo,1.00155370698,1.6600459664
mês,0.991322931472,1.09685830937
flamengo,0.989607775133,0.991778089951
público,0.989515542722,1.63408328901
diferentes,0.989312875519,0.920108720731
chelsea,0.985264241581,0.969108033753
josé,0.975751377156,1.4375808195
sexta,0.972148938263,1.11364463977
classificação,0.971324960259,0.915601660082
imprensa,0.9694657923,1.11915760667
eua,0.9691941336,1.1164157323
acesso,0.966201714349,0.909423656557
bateu,0.965920483757,0.905041453497
venceu,0.964993929839,1.13849745601
cavaliers,0.964954542786,1.08312520005
relação,0.964808566437,0.976611538605
exemplo,0.963618682597,1.04696330729
social,0.961721645613,0.889557447299
eurocopa,0.9606304433,1.0764284685
junho,0.956106381974,1.28864679152
detalhes,0.955785709503,0.956703899435
luta,0.95180760209,1.29955925782
imagem,0.950076279163,1.06913648523
acontece,0.947834784157,0.954371302803
silva,0.946899369706,1.33428890138
opiniões,0.944499726108,0.986603119691
estreia,0.942725345166,1.06057788568
dá,0.940753631729,0.96455690368
indie,0.940429422927,0.862674328462
cara,0.937952177074,0.925179597292
horário,0.937028311435,0.866849949354
nacional,0.93081883304,1.01820967881
horas,0.927603815988,1.23511834154
show,0.926410127962,1.11437074992
embora,0.921736353447,0.839051525207
apresentação,0.921086751391,1.04224761355
nome,0.920542443245,0.904806937399
tecnologia,0.916707555523,1.27204760528
francês,0.915935945355,0.951447863591
