word,V cluster 1 value,tf norm value
jogos,15.6021053817,14.0184074837
jogo,15.1486973689,17.409134665
playstation,7.03905261552,6.50286252979
of,6.59900252646,6.66858864083
xbox,5.88443728237,5.93517551309
game,5.73830268997,5.40202523592
games,5.49220582005,5.41506727974
novo,5.13592376453,6.4397883303
console,4.90395524015,4.56307259533
wii,4.49740361187,3.89686450689
sony,4.35586512114,4.15619803355
the,3.95270818645,4.10855529243
brasil,3.89121630274,4.75295749281
nintendo,3.56303369844,3.27248181662
league,2.91691472804,3.75349938375
legends,2.89624919289,3.23393553266
one,2.76835602248,2.70936450188
lançado,2.7524348663,2.68510123945
ps,2.69766094543,2.46754638865
apenas,2.68871590737,4.59242923649
além,2.67367868207,3.65357593645
usmonetáriointerno,2.61202017289,2.62675989352
arena,2.59903788163,3.02027939557
nova,2.57055086397,3.08765693943
pessoas,2.48887070041,2.5572955834
lançamento,2.45671343124,2.57362895081
jogadores,2.31307344785,4.30228612023
versão,2.27686426579,1.95832779588
microsoft,2.227869462,2.27360974308
mil,2.10094441582,2.67438462566
dia,2.09057274979,5.32093077415
site,2.08928994309,2.47725142415
ano,1.95530622151,4.75079310834
controle,1.87738858027,1.94460395871
monetáriointerno,1.83878728696,4.81840908599
estúdio,1.81583333472,1.65571896577
super,1.76873812231,1.98627762576
indústria,1.76732168216,1.8052180076
brasileiros,1.75432844426,1.48360480136
videogames,1.75231920204,1.7592797551
melhor,1.68453968117,4.04988727448
evento,1.66472387367,2.39152043826
online,1.63635961964,1.50827909898
mundo,1.63330850598,3.30879150899
personagens,1.63165272684,1.5857127324
traz,1.59686769331,1.49522006698
empresa,1.58975030899,1.89752592837
durante,1.58148477782,3.25896696005
sociais,1.57286588961,1.0809864299
parte,1.49371423708,2.179732776
multiplayer,1.46416538413,1.17173750492
trailer,1.45549975235,1.62151478079
chega,1.44843344612,1.93271757459
companhia,1.43299992898,1.93862702659
anunciou,1.42878471985,1.71630866585
série,1.40729747206,1.99140987396
preço,1.38535885915,1.34099782111
onde,1.37994928165,1.572843532
novos,1.36207555489,1.4315988891
independentes,1.36028159402,1.09101463388
new,1.35044968262,1.51447469942
conferência,1.34259413342,1.29175578459
consoles,1.3267254126,1.30651374934
desenvolvimento,1.3096386453,1.28806334082
festival,1.30748241317,1.14575356691
assim,1.2947823542,2.1271859461
live,1.29285328302,1.4846604526
vídeo,1.27412556783,1.38886828875
aqui,1.26036947452,1.79147204724
caio,1.2601348384,1.11098094983
plus,1.24832985756,0.932795199216
qualquer,1.24455318721,1.61476244817
público,1.23923557565,1.63408328901
jogar,1.23589722602,2.80796312875
studios,1.2307241522,1.25671895091
forma,1.22437895304,2.0673125809
apesar,1.20024217412,2.15949278802
tv,1.19829961108,1.61709604569
criadores,1.18702018973,1.05336797773
cultura,1.1722103372,1.0554858436
dez,1.16162185755,1.54728679307
podem,1.15364434817,1.18023168807
menos,1.15135958019,1.90734624081
títulos,1.15045504016,1.32035646571
eua,1.12293668855,1.1164157323
world,1.12240113014,1.16506836627
lista,1.11830212304,1.35641486138
possível,1.11697250489,1.88969247743
in,1.11327289225,0.976059295425
plataforma,1.10845083401,0.871280542718
ios,1.10016385723,0.948706526866
executivo,1.09113028805,1.31299292066
precisa,1.08665963885,1.17197822425
opiniões,1.08404659077,0.986603119691
detalhes,1.08123186313,0.956703899435
mercado,1.07491637096,1.11307871877
riot,1.06370626885,1.27386780829
horas,1.05127060534,1.23511834154
ea,1.03756932722,1.20185438297
novembro,1.03598824564,1.29185783105
repórteres,1.03549099769,0.923331545127
sistema,1.03515864519,1.25692716736
pc,1.0285966703,0.958334650684
and,1.02054811568,1.05397694487
dois,1.02035038905,4.46835594418
disponível,1.01297680357,0.967459456642
maior,1.01164228669,2.46204157517
network,1.00652408782,0.825294662326
big,1.00105391438,0.927664841319
diferentes,0.976273595748,0.920108720731
anuncia,0.974703860515,0.991112805973
desenvolvedores,0.973330987024,0.878914186533
apresentação,0.965670329847,1.04224761355
gostou,0.957031868743,0.845472944348
videogame,0.955934175623,0.930599031555
usuários,0.952839731609,0.91837269608
indie,0.941190317235,0.862674328462
social,0.940272701061,0.889557447299
teixeira,0.938123556028,0.925946733508
internet,0.934991788667,0.812266919959
editores,0.931184722813,0.822827763601
imagem,0.927299476476,1.06913648523
vem,0.919680371528,1.28843368532
bem,0.912980548239,3.10801094029
conta,0.910981324715,2.40958508998
oficial,0.91046156515,1.38562166816
algo,0.910313898966,1.202500003
responsável,0.908985089481,1.17366280036
acordo,0.900589559424,1.61184386755
data,0.896330437736,1.38301237739
acontece,0.889748434027,0.954371302803
flappy,0.885224065858,1.20950203913
mario,0.884214404903,1.38989734026
melhores,0.871509134609,1.14849832127
bastante,0.863307894363,1.46778307607
design,0.851566890209,0.726752955934
sonic,0.849061404028,0.873780933872
nuvem,0.845859008602,0.827243678627
stanley,0.843668802681,0.792017582974
gente,0.838488446184,1.47691429217
experiência,0.835850365421,0.783987891163
ds,0.827079063152,0.816962060921
controles,0.826646845929,0.870245606613
tão,0.81959294206,1.12334079034
conteúdo,0.815025833488,0.823555786716
tanto,0.803837828894,1.34377707148
anúncio,0.803179593911,0.897701116264
título,0.79763466804,4.31037511355
acesso,0.794606155295,0.909423656557
nada,0.794595421532,1.40162967657
dentro,0.794235028108,1.84299175991
show,0.791095255518,1.11437074992
edição,0.784684763774,1.34126391536
psn,0.781766255231,0.623887626654
usando,0.780010467994,0.727450829832
sucesso,0.774212795814,1.26864496849
embora,0.767381031728,0.839051525207
gamepad,0.758331034947,0.632590504077
produtora,0.752776034504,0.708680266637
empresas,0.748157878857,0.709464330345
infamous,0.744544019241,0.624002087014
play,0.742230937835,0.63869296365
dias,0.737267168645,1.8005169387
recursos,0.733095114993,0.803986561275
olifiers,0.729639114889,0.437667638521
exemplo,0.722198089167,1.04696330729
abaixo,0.716790932144,1.50719621513
corraini,0.715319761109,0.627079428207
parece,0.715080341726,1.03823411062
preciso,0.708549214891,0.74350155407
bossa,0.707768337262,0.454808210001
segundo,0.704858377625,4.64121947369
heitor,0.703358594758,0.615538027032
papo,0.701131919577,0.625713941249
tela,0.699594260369,0.618822086352
deluxe,0.685366126555,0.545870875844
poderão,0.682761477855,0.597519821376
steam,0.681625519147,0.777705704095
américa,0.67735400863,1.12134991992
jam,0.676329482177,0.499465363411
criar,0.67630371976,0.655914670649
torna,0.675760367497,0.642645869848
entrevista,0.673864423747,1.67739351422
uso,0.673494891915,0.870197881674
conheça,0.668577168226,0.770915752816
tal,0.667317438075,0.590523540841
visual,0.666470402518,0.663799505044
city,0.665784100355,1.4274434691
possui,0.659314613083,0.901001323577
sworcery,0.654361204542,0.488912117085
sword,0.654361204542,0.488912117085
itens,0.651662994782,0.603790295926
aventura,0.65114626844,0.553216413948
vita,0.649989753394,0.705859505315
henrique,0.648771051836,0.952313623483
bird,0.647706799824,0.841834376893
arte,0.644450490553,0.62579878427
atualmente,0.642713936348,0.736192545833
feira,0.629990309184,6.63423662207
second,0.624326178221,0.529086287438
son,0.624326178221,0.529086287438
franquia,0.622554166526,0.692244982662
iphone,0.62137802022,0.625673548893
outubro,0.620956230803,1.76821542006
halo,0.619773152539,0.66762101127
amigos,0.61884048208,0.601755093361
norte,0.613156664461,1.40000759982
criador,0.607881369832,0.743143533952
heroes,0.606823440947,0.554176893979
hoje,0.606317557306,1.00284689783
prêmio,0.601976711135,0.591166741751
latina,0.597378999214,0.549515641733
vista,0.5963863753,0.48404152037
sampaio,0.596357540121,0.528558925235
vendas,0.596097123008,0.736758738057
retrocompatibilidade,0.595733924936,0.534440008085
bros,0.595578840357,0.6559482354
download,0.593940468142,0.532457225649
anunciado,0.5939328088,0.654258946873
jetpack,0.59340930897,0.571770708329
android,0.592487304649,0.528604154154
premiação,0.590420471924,0.567318742582
som,0.590019428232,0.560758124028
ponto,0.589809524689,0.769428442597
favoritos,0.589664577794,0.560019530382
paola,0.584475478082,0.513475954417
simples,0.578985882557,0.500035652983
afirmou,0.578735459097,2.39849152024
atual,0.5771203756,1.78682064303
luigi,0.571814581427,0.685814450046
lost,0.565150883621,0.593458182042
exclusiva,0.564819498772,0.609400434374
diretor,0.56323192862,0.772166338075
disponíveis,0.562091796476,0.493522508805
global,0.561667456776,0.443200667752
land,0.560206008374,0.412880251395
los,0.560049196204,0.730394594572
serviço,0.555951921807,0.611615109099
top,0.553715385319,0.580440623755
imprensa,0.55225779804,1.11915760667
processo,0.552234963626,0.689076764953
principais,0.54919904664,0.622056232799
versões,0.544640318856,0.532945829087
yo,0.544360994499,0.46761786515
al,0.544333883069,0.474390571198
arts,0.541719799808,0.604217202679
electronic,0.541719799808,0.604217202679
livro,0.541390694495,0.546661349702
original,0.5398711522,0.5491055299
brasileiro,0.534168208006,4.87632646275
setembro,0.533785108005,1.52926183233
comunidade,0.531961339938,0.553772268294
estar,0.531635961529,1.02359208442
pacote,0.530816990666,0.482078720701
via,0.530761793156,0.472538847565
verdade,0.529100384151,0.545755140342
qasir,0.52884354037,0.389724939054
wasat,0.52884354037,0.389724939054
incluindo,0.528327657813,0.488338246795
co,0.525987747582,0.609733632828
tecnologia,0.525821862455,1.27204760528
mulheres,0.525797876634,0.747486049783
maiores,0.524738677557,0.620986135501
personagem,0.521574613246,0.684069333388
simulator,0.520094709577,0.374452872307
análise,0.518766793693,0.526292672982
caras,0.516897019889,0.581722705287
rede,0.51689319536,0.547219977418
minigames,0.51608585493,0.487159683902
faz,0.514284401241,1.30685958224
assinatura,0.509162643999,0.524974029184
quatro,0.508056844629,2.41344692675
aplicativo,0.507081813268,0.507286223192
maneira,0.505027688333,0.908159456194
trilha,0.504128640035,0.426554120488
afirma,0.502740041099,0.705873097279
digitais,0.500788368196,0.406030613429
produção,0.500599546345,0.617390124277
cenários,0.498388815192,0.557786377183
motivo,0.495343880773,0.959459559637
ideia,0.494236888012,0.401573549622
youtube,0.494069565464,0.515218109125
sonora,0.492487564395,0.375655460632
linguagem,0.490854119495,0.346807056891
independente,0.490702636411,0.418794353653
tempo,0.490034624597,4.3141804196
towerfall,0.489997230343,0.517119271131
mostra,0.487316092997,0.522657833916
