word,tf norm value
jogo,13.0731702052
jogos,12.3527084592
of,6.59321080468
playstation,6.50286252979
xbox,5.93517551309
games,5.41506727974
game,5.29370574087
novo,4.99109127721
console,4.56307259533
sony,4.15619803355
the,3.97710024088
wii,3.89686450689
brasil,3.75290621634
league,3.31367946486
nintendo,3.27248181662
legends,3.23393553266
apenas,2.82897655817
dia,2.74883893421
one,2.70936450188
lançado,2.55713526763
arena,2.54513971209
nova,2.52171538398
lançamento,2.51527656234
além,2.50919014505
usmonetáriointerno,2.50011386063
ano,2.48914459621
ps,2.46754638865
jogadores,2.35449784007
microsoft,2.27360974308
monetáriointerno,2.23204477036
melhor,2.15680996502
feira,2.15402949362
pessoas,2.14219442352
mil,2.10625794629
durante,2.02379475977
versão,1.95832779588
site,1.95795786718
controle,1.9227925536
evento,1.80807674809
indústria,1.8052180076
videogames,1.7592797551
empresa,1.7554358887
companhia,1.74620903367
super,1.72175697871
mundo,1.716435833
estúdio,1.65571896577
parte,1.60521695016
personagens,1.5857127324
segundo,1.58560910791
dois,1.55921936871
chega,1.51218924791
live,1.4846604526
título,1.4831015129
new,1.45891914386
traz,1.4165800168
tempo,1.41561872752
público,1.41325360046
brasileiros,1.40840367269
online,1.39749180242
trailer,1.3557405333
série,1.34335422069
anunciou,1.34187415353
novos,1.31763831264
consoles,1.30651374934
assim,1.30281561042
conferência,1.29175578459
onde,1.28193268259
preço,1.27520265161
jogar,1.27487152961
riot,1.27386780829
final,1.26149116068
studios,1.25671895091
forma,1.25171389067
flappy,1.20950203913
maior,1.20756293459
ea,1.20185438297
executivo,1.20152272119
desenvolvimento,1.19807908668
possível,1.19104426132
apesar,1.17824444065
multiplayer,1.17173750492
menos,1.16775060275
vídeo,1.1674257125
aqui,1.15948465259
festival,1.14575356691
qualquer,1.14350312682
paulo,1.14073833535
tv,1.11121944323
caio,1.11098094983
bem,1.10752773019
independentes,1.09101463388
world,1.08969053012
equipe,1.08774025865
sociais,1.0809864299
dez,1.06929711536
brasileiro,1.06667189223
mercado,1.06502178563
novembro,1.06223859361
sistema,1.06209061866
eua,1.06086017674
conta,1.05859897685
and,1.05397694487
criadores,1.05336797773
títulos,1.05030565366
apresentação,1.04224761355
lista,1.03673531237
acordo,1.01250701229
cultura,1.01049371653
anos,0.985008010551
milhões,0.981349044741
mario,0.979866188093
in,0.976059295425
disponível,0.967459456642
oficial,0.959552305002
pc,0.958334650684
detalhes,0.956703899435
anuncia,0.952450572321
ios,0.948706526866
data,0.935963535104
plus,0.932795199216
imagem,0.930926798855
