word,V cluster value,tf norm value
monetáriointerno,1.0,4.81840908599
jogadores,1.0,4.30228612023
design,1.0,0.726752955934
além,1.0,3.65357593645
vem,1.0,1.28843368532
mario,1.0,1.38989734026
network,1.0,0.825294662326
empresas,1.0,0.709464330345
new,1.0,1.51447469942
empresa,1.0,1.89752592837
conheça,1.0,0.770915752816
série,1.0,1.99140987396
nintendo,1.0,3.27248181662
executivo,1.0,1.31299292066
exemplo,1.0,1.04696330729
detalhes,1.0,0.956703899435
bem,1.0,3.10801094029
jogar,1.0,2.80796312875
américa,1.0,1.12134991992
real,1.0,4.27962701698
and,1.0,1.05397694487
tanto,1.0,1.34377707148
dez,1.0,1.54728679307
conferência,1.0,1.29175578459
usuários,1.0,0.91837269608
pc,1.0,0.958334650684
usmonetáriointerno,1.0,2.62675989352
dia,1.0,5.32093077415
usando,1.0,0.727450829832
paulo,1.0,4.23639183759
desenvolvimento,1.0,1.28806334082
vendas,1.0,0.736758738057
desenvolvedores,1.0,0.878914186533
gente,1.0,1.47691429217
pessoas,1.0,2.5572955834
ps,1.0,2.46754638865
gostou,1.0,0.845472944348
dentro,1.0,1.84299175991
studios,1.0,1.25671895091
internet,1.0,0.812266919959
conteúdo,1.0,0.823555786716
nada,1.0,1.40162967657
sucesso,1.0,1.26864496849
estúdio,1.0,1.65571896577
videogames,1.0,1.7592797551
videogame,1.0,0.930599031555
conta,1.0,2.40958508998
eua,1.0,1.1164157323
personagens,1.0,1.5857127324
público,1.0,1.63408328901
super,1.0,1.98627762576
ios,1.0,0.948706526866
qualquer,1.0,1.61476244817
algo,1.0,1.202500003
consoles,1.0,1.30651374934
versão,1.0,1.95832779588
quarta,1.0,3.00284722489
bastante,1.0,1.46778307607
quatro,1.0,2.41344692675
evento,1.0,2.39152043826
eventos,1.0,0.674720494721
nova,1.0,3.08765693943
dias,1.0,1.8005169387
ano,1.0,4.75079310834
luigi,1.0,0.685814450046
ea,1.0,1.20185438297
disponível,1.0,0.967459456642
traz,1.0,1.49522006698
companhia,1.0,1.93862702659
flappy,1.0,1.20950203913
aqui,1.0,1.79147204724
league,1.0,3.75349938375
arena,1.0,3.02027939557
city,1.0,1.4274434691
oficial,1.0,1.38562166816
legends,1.0,3.23393553266
durante,1.0,3.25896696005
trailer,1.0,1.62151478079
ds,1.0,0.816962060921
onde,1.0,1.572843532
final,1.0,4.9373205725
one,1.0,2.70936450188
online,1.0,1.50827909898
opiniões,1.0,0.986603119691
outubro,1.0,1.76821542006
live,1.0,1.4846604526
feira,1.0,6.63423662207
repórteres,1.0,0.923331545127
lista,1.0,1.35641486138
dois,1.0,4.46835594418
responsável,1.0,1.17366280036
festival,1.0,1.14575356691
lançamento,1.0,2.57362895081
apresentação,1.0,1.04224761355
anos,1.0,4.91571457583
lançado,1.0,2.68510123945
diferentes,1.0,0.920108720731
tecnologia,1.0,1.27204760528
teixeira,1.0,0.925946733508
novembro,1.0,1.29185783105
novos,1.0,1.4315988891
tempo,1.0,4.3141804196
maior,1.0,2.46204157517
anuncia,1.0,0.991112805973
chega,1.0,1.93271757459
nuvem,1.0,0.827243678627
títulos,1.0,1.32035646571
título,1.0,4.31037511355
anunciou,1.0,1.71630866585
anúncio,1.0,0.897701116264
tão,1.0,1.12334079034
tv,1.0,1.61709604569
três,1.0,2.96444738924
apenas,1.0,4.59242923649
apesar,1.0,2.15949278802
recursos,1.0,0.803986561275
edição,1.0,1.34126391536
parte,1.0,2.179732776
editores,1.0,0.822827763601
forma,1.0,2.0673125809
atual,1.0,1.78682064303
parece,1.0,1.03823411062
riot,1.0,1.27386780829
melhor,1.0,4.04988727448
assim,1.0,2.1271859461
criador,1.0,0.743143533952
possui,1.0,0.901001323577
segunda,1.0,2.08686845174
social,1.0,0.889557447299
sociais,1.0,1.0809864299
brasil,1.0,4.75295749281
mercado,1.0,1.11307871877
acordo,1.0,1.61184386755
sonic,1.0,0.873780933872
mil,1.0,2.67438462566
bird,1.0,0.841834376893
produtora,1.0,0.708680266637
podem,1.0,1.18023168807
presidente,1.0,1.655631875
plus,1.0,0.932795199216
horas,1.0,1.23511834154
precisa,1.0,1.17197822425
segundo,1.0,4.64121947369
indústria,1.0,1.8052180076
in,1.0,0.976059295425
mundo,1.0,3.30879150899
imprensa,1.0,1.11915760667
vídeo,1.0,1.38886828875
multiplayer,1.0,1.17173750492
caio,1.0,1.11098094983
preço,1.0,1.34099782111
microsoft,1.0,2.27360974308
data,1.0,1.38301237739
halo,1.0,0.66762101127
brasileiros,1.0,1.48360480136
entrevista,1.0,1.67739351422
criadores,1.0,1.05336797773
brasileiro,1.0,4.87632646275
possível,1.0,1.88969247743
menos,1.0,1.90734624081
história,1.0,1.70357133897
indie,1.0,0.862674328462
independentes,1.0,1.09101463388
afirmou,1.0,2.39849152024
controles,1.0,0.870245606613
show,1.0,1.11437074992
equipe,1.0,5.38402375813
abaixo,1.0,1.50719621513
acontece,1.0,0.954371302803
site,1.0,2.47725142415
world,1.0,1.16506836627
plataforma,1.0,0.871280542718
controle,1.0,1.94460395871
stanley,1.0,0.792017582974
cultura,1.0,1.0554858436
melhores,1.0,1.14849832127
milhões,1.0,2.36864290847
steam,1.0,0.777705704095
big,1.0,0.927664841319
sistema,1.0,1.25692716736
imagem,1.0,1.06913648523
editais,0.0,0.0467528994519
edition,0.0,0.475233591254
erik,0.0,0.382934925184
efeito,0.0,0.40585045197
edge,0.0,0.302150836469
es,0.0,0.120843357752
electronic,0.0,0.604217202679
eleito,0.0,0.152320895711
escala,0.0,0.137025329558
el,0.0,0.0517578160265
errou,0.0,0.0713196410871
editor,0.0,0.25385920531
erro,0.0,0.398809483951
erros,0.0,0.274834904413
efeitos,0.0,0.155631616006
efetiva,0.0,0.0559866268251
econômica,0.0,0.103612488689
efe,0.0,0.302387314116
educação,0.0,0.0549934351556
eduardo,0.0,0.287946333421
effect,0.0,0.0996596197502
editora,0.0,0.137089517585
edmund,0.0,0.112014971302
eficiente,0.0,0.0901837448111
errado,0.0,0.0553967090893
edições,0.0,0.112884782045
eficientes,0.0,0.0499447788355
eficiência,0.0,0.076544548035
eis,0.0,0.0941765471576
edgar,0.0,0.790972601321
ensina,0.0,0.0954523025321
economia,0.0,0.0695583702012
draft,0.0,0.15262038104
esconder,0.0,0.166201622239
esconderam,0.0,0.147895857345
escondido,0.0,0.141886120125
escreveu,0.0,0.157949299698
drogba,0.0,0.403926795241
escrito,0.0,0.0563563354476
driblou,0.0,0.0744977420894
drible,0.0,0.0465233645932
dreams,0.0,0.129328077832
dream,0.0,0.212966342086
dragqueen,0.0,0.0697042451541
escritor,0.0,0.0538832080443
escuta,0.0,0.0990739133529
escanteio,0.0,0.392772697009
escócia,0.0,0.161574427228
download,0.0,0.532457225649
dourada,0.0,0.158256774194
double,0.0,0.328883955429
esforços,0.0,0.111583970793
doses,0.0,0.109490524495
dortmund,0.0,0.105231896738
dores,0.0,0.270735809025
donos,0.0,0.212991157336
eshop,0.0,0.288012684708
dono,0.0,0.391785176958
domínio,0.0,0.187330034525
dualshock,0.0,0.241073149949
duas,0.0,2.24847688731
dudu,0.0,0.218498799454
duelo,0.0,1.50055422439
dúvidas,0.0,0.226118307711
escapar,0.0,0.189946009496
escape,0.0,0.310062970327
dúvida,0.0,0.200189310773
esclarecer,0.0,0.143111216817
escola,0.0,0.25782310516
dólares,0.0,0.122041660664
escolas,0.0,0.0648302509443
débito,0.0,0.205602867272
dão,0.0,0.227153862179
dá,0.0,0.96455690368
escolha,0.0,0.311091501037
duvidado,0.0,0.0983269862919
escolher,0.0,0.0553614165413
duty,0.0,0.199190341397
escolheu,0.0,0.0933430233826
durou,0.0,0.217509940633
duro,0.0,0.240702942986
duração,0.0,0.198817320706
durava,0.0,0.152804093367
duras,0.0,0.0564584446646
escolhido,0.0,0.16854012073
dura,0.0,0.13347894747
dupla,0.0,0.364484605746
dungeonland,0.0,0.192621803125
década,0.0,0.0630528639618
episódio,0.0,0.046798013428
elemento,0.0,0.0809966417187
encontrar,0.0,0.302330610605
entram,0.0,0.160043009381
enfim,0.0,0.065298431246
entrando,0.0,0.0944195945192
energia,0.0,0.209691043763
entrar,0.0,0.587387750844
encontrou,0.0,0.178992762892
entraram,0.0,0.0953681790859
encontro,0.0,0.381804992499
encontrava,0.0,0.0647752874563
entrará,0.0,0.145883264062
encontraram,0.0,0.0566217052284
entregar,0.0,0.213585618113
elementos,0.0,0.169376211224
encontram,0.0,0.0918329516921
encontrada,0.0,0.0723917101107
encontra,0.0,0.0683846302886
encheu,0.0,0.0484143012609
encerrou,0.0,0.111111111111
entregou,0.0,0.0931950363947
dominância,0.0,0.0700862554083
encerrado,0.0,0.118382193495
entretanto,0.0,0.508368461911
encarar,0.0,0.192402295547
entretenimento,0.0,0.272191837662
enfrenta,0.0,0.472049283213
enfrentado,0.0,0.082750524431
enfrentam,0.0,0.148908930952
entrado,0.0,0.154799982016
enquete,0.0,0.412593506
enorme,0.0,0.130361130923
entanto,0.0,0.980735378703
entenda,0.0,0.158587172625
ennis,0.0,0.457438880846
entender,0.0,0.410012696086
entendimento,0.0,0.0514990706269
entertainment,0.0,0.644950286811
enix,0.0,0.353828050187
engraçado,0.0,0.0464960612324
english,0.0,0.128840490088
engine,0.0,0.399722831088
enfrentou,0.0,0.148993205134
enfrentarão,0.0,0.102794578758
enfrentará,0.0,0.133399113438
enfrentaria,0.0,0.087784686332
entidade,0.0,0.413451430663
entidades,0.0,0.114010699968
enfrentaram,0.0,0.0837962446039
enfrentar,0.0,0.558751026314
entra,0.0,0.346768958475
entrada,0.0,0.705718599806
enfrentando,0.0,0.109629362599
encara,0.0,0.389380669422
encaixar,0.0,0.0560241625212
encaixam,0.0,0.0718259123974
embate,0.0,0.141364280703
embalo,0.0,0.0554224170341
elogiou,0.0,0.0972433276653
elogios,0.0,0.309298226098
envolvimento,0.0,0.0718259123974
elogiar,0.0,0.0908041178936
enxergada,0.0,0.124989717261
enxurrada,0.0,0.149964573796
ep,0.0,0.139613186299
elogiado,0.0,0.109549597526
eliminação,0.0,0.668606385737
eliminatórias,0.0,1.15430289699
eliminar,0.0,0.304578578942
ensaiar,0.0,0.0487432682874
equilibrado,0.0,0.0491910849369
eliminada,0.0,0.0710717559958
equilíbrio,0.0,0.210367277553
elimina,0.0,0.0969023819587
elevado,0.0,0.0399220193959
eletrônicos,0.0,0.139512966878
eletrônico,0.0,0.235120580411
equipes,0.0,1.7582655151
elenco,0.0,0.649160395082
eric,0.0,0.262824243867
envolvido,0.0,0.163916320026
envolveu,0.0,0.0588021508938
encaixa,0.0,0.0640038649736
embora,0.0,0.839051525207
entrevistas,0.0,0.148012193285
entrou,0.0,0.574212841332
empregos,0.0,0.0556148656014
entusiasta,0.0,0.098096179833
empregados,0.0,0.089727635149
empolgação,0.0,0.107752060152
então,0.0,0.912363438092
empolgado,0.0,0.0713187822608
empecilho,0.0,0.0408680825388
envia,0.0,0.0516797996126
empatou,0.0,0.177640714617
empates,0.0,0.0532025133399
enviar,0.0,0.0755070588557
empate,0.0,0.973060775729
empatar,0.0,0.0484143012609
empata,0.0,0.111773099733
emoções,0.0,0.10133432604
emociona,0.0,0.0862420642795
emissora,0.0,0.113273615639
emerson,0.0,0.23822612835
envolve,0.0,0.402332538261
envolvendo,0.0,0.0901349305234
emergente,0.0,0.0604943724526
encerrar,0.0,0.102108056479
útil,0.0,0.0462847202446
dominou,0.0,0.238049250603
demonstração,0.0,0.34681854665
demais,0.0,0.563287569853
demanda,0.0,0.0335964927095
demo,0.0,0.322056786469
demonight,0.0,0.0871651146135
demonstra,0.0,0.0628086584375
demonstrando,0.0,0.101347582313
demonstrações,0.0,0.187486252309
dominick,0.0,0.156890607658
demonstrou,0.0,0.213501107893
demorar,0.0,0.0638445402829
demorou,0.0,0.279371750457
dentre,0.0,0.301543460524
departamento,0.0,0.184162836704
dependendo,0.0,0.0757330880052
deluxe,0.0,0.545870875844
della,0.0,0.0871651146135
del,0.0,0.501219281498
deixou,0.0,1.17002911364
deixe,0.0,2.16156875952
deixará,0.0,0.153184503127
deixaram,0.0,0.283358405549
deixar,0.0,0.882160938791
deixando,0.0,0.135335730949
deixam,0.0,0.171076572233
deixadas,0.0,0.0887533940482
deixa,0.0,0.623355290637
dei,0.0,0.0919540530904
degola,0.0,0.249303469266
definição,0.0,0.133071156358
definitiva,0.0,0.116199847818
definir,0.0,0.307816248718
depoimento,0.0,0.132059419896
depressão,0.0,0.092849262587
der,0.0,0.0542577724936
descobrimos,0.0,0.111810192697
desfalques,0.0,0.0859445999637
desfalque,0.0,0.121777911211
desespero,0.0,0.143574478451
desenvolvidos,0.0,0.112787256668
desenvolvido,0.0,0.32969404104
desenvolvedor,0.0,0.41799093746
desempenho,0.0,0.22731520362
desejo,0.0,0.118133773619
desde,0.0,1.67547953777
desculpe,0.0,0.0674067950065
desculpas,0.0,0.191894560876
descrito,0.0,0.111277240087
descobriu,0.0,0.126372963693
descobrir,0.0,0.219575338913
descarta,0.0,0.22606695451
deram,0.0,0.0768848363207
descanso,0.0,0.108897701395
descansar,0.0,0.220192753025
desarmado,0.0,0.0876914988759
desafios,0.0,0.381502407909
desafio,0.0,0.759196482236
desafiar,0.0,0.136765207048
desafiante,0.0,0.313124536884
derrubado,0.0,0.0968527957897
derrotou,0.0,0.393079333011
derrotas,0.0,0.0974574009789
derrotar,0.0,0.224353492555
derrotado,0.0,0.33195400747
derrotada,0.0,0.105128205128
derrota,0.0,1.03171525729
definido,0.0,0.10473435092
definida,0.0,0.200754501794
defesas,0.0,0.0903616084551
dados,0.0,0.396052114747
davis,0.0,0.0740208312182
david,0.0,0.878304689376
dava,0.0,0.0874797276922
datas,0.0,0.136457929351
dash,0.0,0.0956862241184
dark,0.0,0.10190995929
dar,0.0,1.06163128201
daquilo,0.0,0.0511080242045
daqui,0.0,0.0674977719533
danos,0.0,0.21081178321
danilo,0.0,0.147174247728
daniel,0.0,0.144929062741
dando,0.0,0.209592032256
dana,0.0,0.346240004055
dado,0.0,0.137111991717
dead,0.0,0.521397533987
dada,0.0,0.112516246416
cópias,0.0,0.185074476176
cópia,0.0,0.0809966417187
câmera,0.0,0.164882103061
cá,0.0,0.110610416012
custou,0.0,0.0801815158414
custo,0.0,0.0631135615875
custará,0.0,0.166226617853
custar,0.0,0.189942426232
custam,0.0,0.101768884574
custa,0.0,0.159524931168
curva,0.0,0.0333649963409
curto,0.0,0.125834687947
cursos,0.0,0.0445071480186
daí,0.0,0.226750828263
debate,0.0,0.130436021699
defesa,0.0,1.53882235291
dedada,0.0,0.0652651298003
defensor,0.0,0.369418359892
defensivo,0.0,0.0721025115127
defendido,0.0,0.10652468433
defendida,0.0,0.101562331528
defendia,0.0,0.116316382766
defendeu,0.0,0.34526235343
defenderá,0.0,0.0719769493707
defender,0.0,0.492459723995
defendendo,0.0,0.0455936630692
deep,0.0,0.44769735228
dedos,0.0,0.0428903850921
dedo,0.0,0.133275563469
dedicação,0.0,0.0739440560985
dedicada,0.0,0.109573255232
decretou,0.0,0.0657569834353
decepcionou,0.0,0.0686263873319
deco,0.0,0.107785984409
declarou,0.0,0.614617127976
declarações,0.0,0.241500117183
declaração,0.0,0.191893484177
declarar,0.0,0.215863006285
declarado,0.0,0.159916169586
declara,0.0,0.174752013207
decisões,0.0,0.131511511788
decisão,0.0,1.44735579642
decisivo,0.0,0.217540740985
decisiva,0.0,0.243832872617
decidiu,0.0,0.203735672808
