word,V cluster 0 value,V cluster 1 value,tf norm value
jogos,5.2628358465e-37,15.6021053817,9.76519927085
jogo,2.46034446107,15.1486973689,9.59369235669
playstation,1.55471293537e-137,7.03905261552,5.62782221729
of,6.11592831828e-53,6.59900252646,5.52687950299
xbox,2.07979873171e-150,5.88443728237,5.2046688083
novo,0.111285297763,5.13592376453,4.13033570305
wii,9.28801863374e-161,4.49740361187,3.86319063428
console,1.02870520391e-119,4.90395524015,3.635277187
sony,1.98897820995e-128,4.35586512114,3.55059854352
games,1.26106308682e-53,5.49220582005,3.44803608228
game,2.48202446885e-51,5.73830268997,3.37042744254
nintendo,5.14765332522e-133,3.56303369844,3.15125677327
the,1.60676425646e-77,3.95270818645,2.98369183214
lançado,3.03880564275e-47,2.7524348663,2.39865415406
legends,8.48662844341e-25,2.89624919289,2.32200005374
one,1.33822556732e-154,2.76835602248,2.30525013338
league,0.141365629411,2.91691472804,2.23854348135
ps,1.15788756457e-132,2.69766094543,2.09249974015
nova,1.88454541216e-09,2.57055086397,1.95358144755
brasil,0.483438180965,3.89121630274,1.94945446305
usmonetáriointerno,4.04921863925e-46,2.61202017289,1.9440557514
lançamento,3.09611360301e-68,2.45671343124,1.93669732095
além,0.499201417365,2.67367868207,1.89820950661
arena,7.53737117076e-16,2.59903788163,1.86248741022
microsoft,5.65288697557e-128,2.227869462,1.80337020087
versão,5.85243382071e-114,2.27686426579,1.66240768624
jogadores,2.04672267472,2.31307344785,1.6351666895
site,1.1176304107e-06,2.08928994309,1.54737799716
apenas,1.53279906253,2.68871590737,1.54562096249
controle,3.97058352662e-97,1.87738858027,1.47889151455
super,2.00698455825e-40,1.76873812231,1.47763600161
ano,2.11452298506,1.95530622151,1.40035577373
personagens,1.14133458645e-66,1.63165272684,1.3893791372
melhor,1.86939477366,1.68453968117,1.3888540317
new,3.29232107509e-66,1.35044968262,1.35095816961
live,2.62436373795e-138,1.29285328302,1.337048642
mundo,1.33034484931,1.63330850598,1.27521871694
trailer,1.78308801774e-48,1.45549975235,1.26249005248
indústria,6.00480511685e-60,1.76732168216,1.25797168718
título,3.07270699814,0.79763466804,1.23061110317
traz,2.34254761225e-80,1.59686769331,1.19285158202
estúdio,7.97123415278e-69,1.81583333472,1.19146104379
online,7.76180055788e-81,1.63635961964,1.17866983787
monetáriointerno,2.12594621178,1.83878728696,1.14880589811
anunciou,0.075214989171,1.42878471985,1.12896663834
série,0.384224441099,1.40729747206,1.12353745321
caio,0.0,1.2601348384,1.11098094983
pessoas,0.00289913438819,2.48887070041,1.09806361712
studios,1.20641562771e-88,1.2307241522,1.09643603072
novos,2.40275198724e-49,1.36207555489,1.09423925391
chega,0.265224654264,1.44843344612,1.07950829839
mil,0.282521937841,2.10094441582,1.06195555582
videogames,1.46172265685e-61,1.75231920204,1.05837101195
conferência,1.87303592048e-131,1.34259413342,1.04598620843
dez,0.340739114802,1.16162185755,1.02640673027
world,3.36238129762e-76,1.12240113014,1.02400191158
