word,V cluster 0 value,V cluster 1 value,V cluster 2 value,tf norm value
chance,1.58300652032,0.0275670972622,4.61662580618e-40,1.49654289089
campeões,1.69745597197,0.149560176576,6.28938738685e-27,1.48454232134
fim,1.14851775907,0.688579573032,2.57922816512e-13,1.47727937816
belfort,0.805152551791,0.011761287862,1.00846116173e-53,1.47534264153
placar,1.75598383378,0.000338717329148,7.62476076006e-69,1.46116751181
inglês,1.23571736615,0.0238482271291,3.99436821336e-37,1.443831682
josé,1.01253559373,0.000462018752452,1.36106960641e-92,1.4375808195
corinthians,1.2828530146,0.0240084351558,1.46476912781e-39,1.4318599865
lesão,1.14207055985,0.0349621600794,4.95650339249e-30,1.42526313009
conta,0.0982009596725,2.09149075688,0.000254113118881,1.40459173987
segunda,0.762048166506,1.49251867014,6.48110543488e-05,1.39245586085
cristiano,1.83162848559,0.000399839955117,2.6858434854e-85,1.37920801831
torcida,1.45592673551,0.0112156929764,3.68118923254e-48,1.36317532212
polônia,1.32367203396,0.000114111353768,2.55089295755e-139,1.35457112127
cinturão,0.788303735503,0.000455445740707,2.6698561912e-59,1.33854908097
atlético,1.54500366651,0.00277857549009,1.95595313057e-62,1.33512941856
silva,1.02088941249,0.00074382235547,3.20765011552e-71,1.33428890138
marcou,1.64758457417,0.0035270909845,7.38349059732e-66,1.32220399532
maior,0.156735400447,2.35284163632,0.00291864201161,1.30855244762
equipes,0.373674647388,1.2055577087,6.55605949229e-06,1.2955484329
ex,0.794490292065,0.697005794417,3.1889251538e-11,1.29271606354
próxima,1.14934373328,0.219286265118,4.01660880297e-20,1.29155520445
durante,0.00180746784142,2.95626465854,0.105785475537,1.28877782703
adversário,1.2607758358,0.0568169057253,1.66870256448e-30,1.28040762766
jones,0.709962911365,0.00197786057551,5.57114705312e-52,1.26750630059
meia,1.50559417026,0.00185042025323,1.07921256435e-58,1.26569412109
logo,1.34162829186,0.0954256765723,9.92524803237e-24,1.26530316883
goleiro,1.49902806264,0.000844690147169,1.75598615291e-94,1.26493364393
momento,0.593658925459,1.10442757143,1.29850339213e-07,1.25646743396
chances,1.37973294119,0.0321743409274,5.0713409462e-35,1.2562073471
caso,0.50788808281,1.05784370553,0.0449385584262,1.25069208986
treinador,1.18172573007,0.000844654042946,4.16786383413e-67,1.23992216472
árbitro,1.24964204324,0.0267673788795,4.67538154161e-34,1.22123434657
argentino,1.3936815208,0.014138073341,1.45392969528e-40,1.21561454948
perdeu,1.19903283259,0.244377791773,3.13439952377e-21,1.18855867292
recebeu,1.20813080975,0.316781713747,2.67806625427e-16,1.17735920909
ficar,0.775314562947,0.631764899738,1.21537435096e-11,1.16233349658
estádio,1.39942781272,0.00244825983924,9.97389414469e-63,1.15845870874
eliminatórias,1.2704792256,0.00266868143292,1.26786102312e-55,1.15430289699
portugal,1.33241896298,0.000359444748796,5.72237044102e-112,1.15259265108
vezes,0.732537060224,0.965686436032,1.67319800629e-07,1.14705209107
brasileirão,1.13860050073,0.0474473383289,2.0346498177e-30,1.14536186766
além,4.3520807164e-05,1.88676773706,1.5178546423,1.14438579139
quinta,0.941983660159,0.433100275897,2.28078904736e-13,1.13938163317
desde,0.588647656988,1.00200819754,2.6776621983e-06,1.12922127903
acabou,1.02639606592,0.226066643552,1.03408496436e-19,1.12877460989
cinco,1.16737586165,0.0761924423959,4.5898774629e-30,1.12684932673
jon,0.638456839356,0.00555201905087,5.06420645722e-48,1.12079742434
passou,1.19109852609,0.174208720945,5.85042524484e-20,1.11153782272
brasil,4.83185936799e-12,1.7817864104,2.82030790455,1.10773071026
principal,0.765298208114,0.439712530043,2.21250334131e-09,1.10697142764
árbitros,0.685351121579,0.0151849711892,1.35511168051e-39,1.10024610146
marca,0.948533066439,0.832580191384,2.27656681713e-09,1.09595709235
vitor,0.603785932493,0.00850948842995,1.04196032923e-42,1.09375280711
luta,0.506428721259,0.416015200985,2.83298048033e-09,1.08797951501
anderson,0.587984895408,0.0231684906054,4.64306137474e-30,1.08718859284
venceu,0.996363656885,0.026891072572,3.99229576206e-35,1.08658004285
santos,0.943283526989,0.167515840909,5.94179055237e-20,1.08655608931
americano,0.621986267632,0.215422326146,9.44032042696e-19,1.08426771744
cavaliers,0.90174103261,0.0230481179593,4.83364930968e-36,1.08312520005
eurocopa,1.10045212446,0.00127011447369,1.60583408236e-60,1.0764284685
frente,0.881797788146,0.608865824889,3.73948095629e-11,1.07435356722
resultado,1.09740970507,0.17668199514,1.7787615e-19,1.07229504769
lado,0.744639253715,0.551685181603,2.22672260464e-08,1.05108769158
outubro,0.182968084137,1.40562699945,0.00958186068547,1.04935882644
conquista,1.06213905235,0.0142693716994,1.14743206724e-33,1.04206719239
decisão,0.483840321775,0.768373409728,3.02569178261e-05,1.03594191462
barão,0.679820919342,0.000286591305805,1.31109218972e-118,1.03163887582
lebron,0.823320076782,0.0112892209894,7.71809487307e-38,1.0258775455
ataque,1.35502225707,0.00858210018741,4.84116386954e-52,1.01892218567
seleções,0.662793795262,0.174216999518,4.61636933086e-16,1.01781132403
atletas,0.819109132317,0.00192974857348,3.26115276956e-59,1.00743717288
times,0.651579434321,0.59921538848,9.27484303907e-13,1.00572773164
voltou,0.952316800206,6.51958507433e-05,6.02529322661e-66,0.99454583158
flamengo,0.979176963866,0.0387631028235,1.21740929178e-31,0.991778089951
derrota,1.03219677855,0.0280143746551,2.66777224382e-33,0.989532803225
heat,0.564145016964,0.184047359794,4.65709626151e-15,0.984955457179
volta,0.697700319986,0.574695168874,1.78859391928e-12,0.98490651478
mg,0.977215263638,0.020378768648,1.74654608328e-35,0.98327276681
história,0.631052667296,1.00794517908,2.82245728277e-07,0.982644845801
apesar,0.00117113850462,1.87147708349,0.181416339804,0.981248347369
atual,0.106340313957,1.40220282137,0.000277123278072,0.975868106221
dentro,0.0212678920958,1.71492630944,0.0129494592352,0.975290265411
presidente,0.154793292301,1.11603962477,0.000102633687946,0.974370105014
empate,1.16680918093,0.000653045107579,1.35339758865e-72,0.973060775729
conseguiu,1.12438468994,0.0616289938095,5.69584493655e-28,0.966412797113
cruz,0.863132189577,0.000396636817903,4.14523636348e-69,0.957735989613
frança,0.895273314645,2.90489646145e-05,3.12433273858e-82,0.95542966429
entrevista,0.011213126975,1.47104747159,0.000252165878934,0.955035985991
inglaterra,1.04477933211,0.0404860384562,2.01921527179e-31,0.953918510426
próximo,0.414782409988,1.09855222047,0.000459341071544,0.951736027784
francês,0.860169315846,0.0226124626789,4.12373120321e-26,0.951447863591
mundial,0.585282358205,0.534525849799,1.83781395485e-11,0.948743904576
brasília,1.01521396452,0.206712288744,1.89279991631e-18,0.928888467822
dias,0.0224130543594,1.64307618773,0.017532024214,0.927324306612
ficou,0.945311935964,0.325677661986,2.62164626634e-16,0.926225912688
janeiro,0.573026934179,0.209578260357,4.53887362404e-15,0.923725239786
vence,0.857595829296,0.0592666902884,2.60116660725e-23,0.922735567168
ucrânia,0.682182249307,0.000106871089117,2.11578450029e-81,0.913929173483
disputa,0.803474256717,0.000190826842727,5.27211329084e-96,0.91332766438
deixou,0.775619563991,0.474216222284,2.7056243163e-11,0.912827708878
passado,0.286659370414,0.993064982639,1.0292303108e-06,0.904565728335
europa,0.435997321694,1.12505046508,8.12632346254e-05,0.901228485694
pênaltis,0.954334863268,0.000783287913393,5.49750958861e-81,0.89743702228
manchester,0.725905159384,2.10191064659e-05,6.51654861899e-97,0.89499617971
sexta,0.624047639381,0.358918900468,1.01421283706e-11,0.890076904201
boa,0.555442675337,0.883500242099,1.83190403993e-06,0.889048745929
renan,0.681590931277,0.00132738110415,3.90551441941e-54,0.889024737333
chelsea,0.961808937662,0.026026692453,1.0524705794e-32,0.885774700419
setembro,0.0980602857115,1.25947900131,0.000111351876787,0.8854825907
deu,0.512618729049,0.853382368341,4.06999092918e-07,0.88443040373
semana,0.459246714444,0.589172755482,3.22356137343e-08,0.882527802653
domingo,0.89536478965,0.032005728816,3.29072678495e-29,0.875541691911
classificação,0.828931172043,0.143153624517,5.38064924641e-21,0.873065821326
league,1.42820289352e-11,1.00726122554,2.22284437159,0.871474014637
terceira,0.594092265962,0.224994255154,5.67666728581e-11,0.870497915041
holanda,0.911023504608,0.00316129115849,8.83923179332e-49,0.868802852149
united,0.737357445921,7.42012642202e-05,1.83116841064e-118,0.865460146362
bom,0.6565428538,0.131282028354,2.80823663399e-18,0.86239860404
estreia,0.621738045712,0.389659727333,1.25362804635e-10,0.861112263506
incêndio,0.875512051128,2.61462472524e-05,1.04329690184e-238,0.860493745566
luis,0.545317252891,0.269146072777,6.54491631431e-12,0.855823986831
camisa,0.900782057224,0.00100663114819,5.70893820071e-56,0.853020598036
oportunidade,0.602940125225,0.34991052319,7.1779417133e-14,0.849795910561
james,0.520160202461,0.192730401056,4.74682874813e-16,0.843221658363
julgamento,0.816690494534,1.80564034877e-06,1.7168239017e-137,0.839836699457
basquete,0.589708252548,0.0870939809838,1.31344624349e-14,0.833181299854
dar,0.56970459966,0.449816384208,1.81447120408e-10,0.832055761837
contrato,0.825206607856,0.0413400331666,1.63263060409e-28,0.82902748918
cara,0.918486896358,0.0832399967931,6.78568263356e-26,0.824795596634
assim,1.83381797504e-05,1.56565831418,0.436131065549,0.82437033568
vaga,0.690876572171,0.127424027567,3.13659865946e-15,0.822962104543
terça,0.467940430795,0.412482127278,5.28134111978e-10,0.821592838188
europeu,0.81085263352,0.000714741172315,2.60454256112e-62,0.818554426104
esquerda,1.04278640398,0.107220510244,2.46277225037e-25,0.81842040302
forma,6.13920512436e-05,1.59589700255,0.369013790168,0.815598690233
libertadores,0.765129841756,0.0169636840622,6.72670582903e-37,0.813098715301
norte,0.0415533608096,0.98438355968,0.112639374004,0.810445426613
bateu,0.999152903518,0.0660572468314,3.76924623483e-25,0.805041453497
rival,0.62075686152,0.0323827464583,1.12354457765e-28,0.800532318048
edgar,0.507543159876,1.46834956334e-05,2.50434278541e-98,0.790972601321
junho,0.302758851704,0.70884427267,2.61378404606e-07,0.789886351667
fabiano,0.487749621602,0.243684370585,9.50270972157e-15,0.786934972315
treino,0.689829304458,0.000259751409197,6.90331022166e-81,0.78213181516
botafogo,0.736183811832,0.136495153979,1.5676530324e-19,0.782070442055
rodadas,0.674975818906,0.110805506535,9.98473656953e-17,0.777091869336
bilhões,0.363533974037,0.328281785776,7.2266120711e-13,0.774288695812
falta,0.57340341424,0.578248967768,2.38086838645e-08,0.772423758346
marcado,0.57302475004,0.236945667424,1.87041343375e-08,0.768785807283
perto,0.634083668141,0.0824822278184,1.65323343773e-21,0.762266573937
palmeiras,0.773918957261,0.0749916607091,1.62203311022e-26,0.762200403223
joelho,0.60400728524,0.0257845119748,3.8088385136e-32,0.759925921354
deixar,0.714323754308,0.199197823511,3.54909506139e-17,0.758329271764
tabela,0.556197119542,0.26501452556,9.05739498115e-05,0.757568527391
portuguesa,0.903179489672,0.00217763502798,2.69429221244e-60,0.7569128494
direito,0.417285429676,0.489898640551,1.51930759707e-10,0.75677408215
saída,0.646299007442,0.435724682585,3.31499772338e-13,0.751886635378
etapa,0.797966815443,0.000870719052805,3.03700869973e-73,0.750650201837
camisas,0.30440260919,0.141755769443,3.115155987e-13,0.749680364098
fluminense,0.73900467802,2.58797598366e-05,1.05632019755e-113,0.749335622075
prisão,0.714736718729,0.000307450221111,6.01538934571e-85,0.749090475324
miami,0.347213763246,0.372522572584,9.42939442882e-10,0.741741137991
mma,0.358971648027,0.000805694042314,4.3603310567e-71,0.739620087421
menos,1.20170063427e-05,1.58891715849,0.306507869164,0.739595638053
começou,0.461338989108,0.551037333005,4.74539697194e-08,0.739236187319
alemã,0.776249983649,0.0187634391399,3.46496839015e-40,0.733516431084
barça,0.879996534006,0.000132327874722,4.31784901383e-75,0.733329171844
david,0.808627029426,0.108550247617,5.74381642364e-21,0.73286304545
esporte,0.49505942411,0.047798436776,2.12106808687e-25,0.731144213392
casillas,1.01616661759,0.000298713478642,1.55286583579e-126,0.729488796146
horário,0.819481427962,0.140261286503,2.27888799342e-20,0.728130573877
irlanda,0.817978357228,0.000399685334256,4.19123889874e-98,0.725632569366
arbitragem,0.473837072572,0.000283329217907,5.62077085945e-77,0.718367739053
cruzeiro,0.815704026488,0.00427377200949,1.37633259096e-53,0.717280265293
abaixo,7.50830991871e-06,0.899922609284,0.232295123665,0.713067254626
vou,0.521465195053,0.184883740295,4.51365466393e-19,0.712653394148
cleveland,0.5560764466,0.0319256548773,1.04661660209e-25,0.712210849285
cerca,0.277536419972,0.825902835831,3.93661626847e-06,0.709464130494
quase,0.0777669855858,1.14215790341,9.95429468372e-05,0.709024326701
diferente,0.0635279056913,1.0437586221,0.001745355819,0.708655404013
mês,0.130172825506,0.837309492911,0.000997543429448,0.706709497951
clubes,0.424989194521,0.778286754224,1.37258545845e-07,0.706206951188
alemão,0.740253089472,0.000387515635143,1.74850796307e-83,0.703624412933
artilheiro,0.861331573316,0.0260426630038,1.27290249233e-28,0.703227444938
problemas,0.0737996120042,0.912395534022,2.43552599912e-05,0.699651286879
possível,5.46666465799e-06,1.41690151295,0.316402998989,0.698648216107
entanto,0.498648039634,0.458016999428,1.14322072304e-10,0.69466821451
faz,0.0927337262176,1.19724994061,0.000154189797324,0.690958321907
categoria,0.503128867062,0.0742140487374,6.1452595775e-18,0.690615290376
voltar,0.499166302289,0.238643812469,1.12717669703e-12,0.687619867843
joão,0.719847589854,0.140628691098,1.51667756467e-18,0.686306080565
clássico,0.675780723052,0.498913100165,2.30563521725e-10,0.686069846818
carreira,0.378988103532,0.293665012337,7.21751329854e-08,0.685277204404
local,0.458591956336,0.712723716538,8.42197226876e-08,0.681750550325
poderá,0.252729172586,0.452635751798,2.24287337481e-05,0.676826378125
vencer,0.721769383274,0.000386072649879,2.55015851947e-71,0.675960206561
mil,1.69721875371e-06,0.956294657917,1.52946404082,0.67533793285
situação,0.442238457601,0.265493160209,2.26412999749e-10,0.674755968645
espera,0.455118823363,0.618482164365,1.28753874002e-08,0.674302827387
chutou,0.922186315182,0.000303548071833,1.59565805958e-226,0.671474114211
relação,0.178505796905,0.754804782459,5.96699946963e-07,0.669897718716
fase,0.289535455011,0.708888078517,1.83859735514e-08,0.669742566746
city,0.00272805623986,1.2078097573,0.0513840140399,0.669486460667
grêmio,0.747134766286,0.000338849298381,5.4969288322e-63,0.668832478187
eliminação,0.712646239348,0.000138536776231,5.2101868801e-85,0.668606385737
partidas,0.254085481937,0.719309073871,2.71381173061e-05,0.663622635368
colocado,0.589145561246,0.0652552774552,6.12897658837e-22,0.662414605944
bastante,8.54314496731e-05,1.0625165712,0.271098151781,0.661877749409
bilbao,0.903846396392,0.000644133132758,2.57733738274e-83,0.65911363691
justiça,0.664986979498,3.37877621467e-05,1.38382300785e-79,0.655878170375
vantagem,0.572458421548,0.150618423637,1.01326451868e-18,0.654734579955
sergio,0.784439070736,0.000414650746689,1.15219535016e-96,0.653802334136
coritiba,0.719914046061,0.00337581447687,3.25419786531e-44,0.652899989048
cruzamento,0.857305590437,0.000201810707003,3.5797854536e-106,0.652845736665
esquerdo,0.712819795724,0.000513542964806,1.24566343597e-58,0.651365168984
pênalti,0.773911068593,0.000151164126692,1.06858844972e-198,0.651110774892
elenco,0.595033505839,0.0294880692877,1.11554751925e-29,0.649160395082
série,1.22108436409e-05,1.22234099842,0.676272806577,0.648055653269
cima,0.872424733365,0.00190549519853,9.8036530384e-56,0.647299957528
cbf,0.393138780594,0.00431896954977,9.33577353836e-43,0.64680237445
ramos,0.746118928494,0.000112843832266,2.55331844477e-118,0.644271662865
aconteceu,0.28445324457,0.564973435932,3.13606447326e-09,0.643747056921
gente,6.20322806653e-05,1.15128478826,0.260184477116,0.64220023443
torcedor,0.526446504504,0.0298402949666,2.52347290964e-29,0.640525613378
seguida,0.527485107104,0.0215461164629,3.94384647994e-30,0.639056859768
seis,0.40567059247,0.389055440132,2.9157746445e-09,0.63804780102
revelou,0.168209687035,0.624252609175,1.26647811523e-08,0.63589038474
posição,0.612437489766,0.198762670008,4.27464718527e-17,0.633742308516
rei,0.876122489177,0.00222556074938,2.34267760068e-52,0.633691360076
aqui,0.00219501584683,0.813169269121,0.774806819133,0.631987394653
combate,0.341670615135,0.0152044956389,5.70482408964e-26,0.627571829571
vamos,0.408241721195,0.262675434828,1.4454400982e-11,0.626029453119
athletic,0.869593693129,0.000253105729487,6.16694081589e-87,0.625919650966
diante,0.5205622482,0.161182547575,8.04952497692e-21,0.625533472542
dá,0.000992943082804,0.931592991185,0.000187012587293,0.625335857883
faber,0.384114448086,0.00193405230457,9.50587054319e-36,0.624096049924
aproveitou,0.585215374569,0.119900920046,1.38988756771e-17,0.623966280691
técnica,0.621489682583,0.157275074116,6.94452984068e-17,0.621144800291
robben,0.705471998405,2.22691601032e-05,4.98217916051e-125,0.62027940169
completou,0.382780880182,0.202119449633,3.340176784e-16,0.619647935365
nova,1.76487640065e-11,0.745154944246,1.97018867342,0.619547182198
redes,0.492880327743,0.470525216771,4.70544804869e-09,0.618424151096
ganhou,0.350927629241,0.455528735183,0.000926431572079,0.613725072624
artilharia,0.760258695521,0.0484516939355,4.66351214942e-25,0.613298560957
notícias,0.323195156299,0.514144309637,9.62728759417e-06,0.608209643042
vote,0.325786609669,0.0306360105145,8.93377277861e-25,0.604444576901
semifinais,0.68792011435,0.000265353489128,1.51522947311e-96,0.603050845586
acordo,1.08018453651e-05,0.959388765726,0.389447977463,0.599336855259
leão,0.379709319951,0.139448781292,5.35131561968e-16,0.592728727623
chegar,0.0221654058065,1.04835943299,0.000191343799088,0.589924543008
evento,1.60966235294e-09,0.777056166644,1.24461212367,0.583443690163
recorde,0.700319655383,0.0832864344489,1.66268965449e-26,0.582101818625
estádios,0.313456874669,0.21101148111,1.60777458373e-15,0.582083900392
rebaixamento,0.687346787888,0.000286837003194,7.52799348527e-65,0.578082751886
ibrahimovic,0.487505776589,2.97940441958e-05,1.00445697833e-116,0.577212346455
tenta,0.387037447664,0.272806899651,1.77760945158e-11,0.575357463402
parte,4.03405231043e-05,1.31728029484,0.812188731011,0.574515825836
cobrança,0.719247229641,0.000279590896036,2.41131039474e-55,0.57375410006
tornou,0.330188077931,0.356210881964,3.19126651428e-07,0.573614248595
site,1.45668445351e-07,0.679505415465,1.53943267909,0.573367364016
gibraltar,0.563248732476,3.967946776e-05,4.40225116545e-102,0.571370058511
goiás,0.577470586685,0.0259605413265,2.16388322412e-34,0.570708364427
belo,0.440674563527,0.0370044666182,9.46769180929e-29,0.570686189091
saiu,0.76148980582,0.00241104184876,1.92370434079e-47,0.567010200025
lugar,0.33724344518,0.717507419683,1.73649065338e-05,0.565751676174
marcelo,0.715987312496,0.0228864257035,5.58128877847e-32,0.563778261558
catalão,0.647580948455,3.43159344418e-05,1.01152485835e-93,0.56362150021
cidade,0.146575037342,0.434059266724,1.95226979412e-06,0.561874028395
sete,0.408099893392,0.114877951361,3.45214407012e-20,0.560555535237
novamente,0.626960552356,0.200732749319,4.61170223761e-16,0.560408823036
disputada,0.677643045776,6.11097569104e-06,8.75456832442e-85,0.559234752254
aposta,0.403077062991,0.0339685800509,1.21622991037e-28,0.555582397224
campanha,0.223754183291,0.534718874762,3.64750437613e-06,0.555481087909
lance,0.515975558536,0.000113254211235,7.20184879622e-78,0.555164575825
euros,0.480970094965,0.00241419616161,3.51864413e-53,0.552726743144
direita,0.724082587843,0.0229723153722,1.01680724405e-34,0.550117192316
cruzou,0.721792214311,3.40476975835e-05,7.58990150467e-99,0.549822998579
marcador,0.598508228536,0.00531948574328,5.15482674302e-45,0.548329388395
craque,0.590903062237,0.000238675631902,5.72533231522e-54,0.546426672142
tanto,7.51701465301e-05,1.18422288109,0.174812995218,0.54418015843
madri,0.763029526931,0.000241807741154,1.50348485087e-140,0.543984960914
início,0.33640608181,0.583157227372,2.29865106789e-07,0.543541833733
san,0.622705309913,0.0161547714002,6.51472794827e-34,0.542551506466
tiago,0.600341951722,0.000159891294543,2.65306631926e-91,0.541814394137
estar,0.000276315854885,0.958130281346,0.0320678765138,0.539830066741
rooney,0.481298166422,3.76176196266e-05,7.73101613606e-149,0.538952248643
briga,0.597169827435,0.00645886925301,2.94774791958e-41,0.538471875222
pesados,0.17353011,0.19723281344,5.36215628974e-12,0.537787667864
nacional,0.144221349523,0.825404388446,0.00230945536622,0.534972638681
edição,0.000147057501144,1.30255726075,0.0985625578225,0.534869406677
di,0.635323268064,0.000217349408138,2.44503455977e-103,0.533800586844
tentou,0.642584107748,0.000573285767591,1.91136998114e-64,0.532520332299
chave,0.602051468819,0.000372957813105,2.81387456569e-63,0.532120510769
sul,0.226825466731,0.255555463331,1.47257904568e-08,0.52968913941
espanhola,0.710691886164,0.000246464895628,6.0636165393e-125,0.528097896531
segue,0.0931535673394,0.705069265915,0.00020538696228,0.525657307935
ponte,0.493908955361,0.00756801596478,1.9409225034e-47,0.522282831467
nada,7.48240682268e-06,1.11899557283,0.21211119246,0.515146349715
jogada,0.686649000718,9.61962172116e-05,5.9026051401e-118,0.514993094488
receber,0.270563402639,0.452178204907,1.59411182892e-07,0.51134614592
pensar,0.338379832277,0.118496578038,2.74281041007e-18,0.511260788375
femen,0.338234794964,1.54706070906e-05,1.88472502986e-138,0.509230472509
fica,0.256563890789,0.330684350486,2.20467756513e-08,0.509147612042
criciúma,0.473837952574,0.0470859812084,1.88415365767e-16,0.508691514278
