word,V cluster 0 value,V cluster 1 value,tf norm value
jogo,2.46034446107,15.1486973689,4.08188745235
jogos,5.2628358465e-37,15.6021053817,2.96834334455
brasil,0.483438180965,3.89121630274,1.99578640958
game,2.48202446885e-51,5.73830268997,1.98907346783
dia,2.56541330706,2.09057274979,1.97618757408
games,1.26106308682e-53,5.49220582005,1.96703119746
monetáriointerno,2.12594621178,1.83878728696,1.41221471973
evento,0.278220411531,1.66472387367,1.3407942637
apenas,1.53279906253,2.68871590737,1.33513363299
ano,2.11452298506,1.95530622151,1.23954449477
flappy,0.0460718434821,0.885224065858,1.20950203913
feira,5.0468342517,0.629990309184,1.20601812583
mil,0.282521937841,2.10094441582,1.16985899043
of,6.11592831828e-53,6.59900252646,1.14170913783
league,0.141365629411,2.91691472804,1.140931153
paulo,3.59209003717,0.385118225588,1.12115232925
novo,0.111285297763,5.13592376453,1.11069544411
companhia,0.0896722119515,1.43299992898,1.1105265618
pessoas,0.00289913438819,2.48887070041,1.10389223686
final,4.45302276018,0.085599619888,1.07834036268
durante,1.27707262388,1.58148477782,1.07486122842
the,1.60676425646e-77,3.95270818645,1.06878624488
empresa,8.59829720815e-08,1.58975030899,0.980759596562
console,1.02870520391e-119,4.90395524015,0.927795408332
legends,8.48662844341e-25,2.89624919289,0.911935478922
playstation,1.55471293537e-137,7.03905261552,0.875040312498
bird,0.0336498729462,0.647706799824,0.841834376893
melhor,1.86939477366,1.68453968117,0.834733989655
dois,3.49856164701,1.02035038905,0.82573960649
milhões,1.73174345177,0.174279799875,0.817192811836
público,0.161202523098,1.23923557565,0.816213529821
segundo,3.6439592259,0.704858377625,0.806555994635
time,5.56443795011,3.20026751796e-41,0.798233624758
jogadores,2.04672267472,2.31307344785,0.786109206898
equipe,5.43591353655,2.34136747667e-07,0.784197461785
nova,1.88454541216e-09,2.57055086397,0.757472349026
executivo,2.35317706141e-08,1.09113028805,0.75085520523
arena,7.53737117076e-16,2.59903788163,0.748447471365
xbox,2.07979873171e-150,5.88443728237,0.73050670479
além,0.499201417365,2.67367868207,0.728553845248
equipes,1.03873274999,0.446412635665,0.723306411884
parte,0.515259179198,1.49371423708,0.707000711776
videogames,1.46172265685e-61,1.75231920204,0.700908743149
tecnologia,0.298731516633,0.525821862455,0.699124819217
gente,0.510113756031,0.838488446184,0.687123353757
mercado,7.63233915956e-36,1.07491637096,0.681855904491
riot,0.000139219624337,1.06370626885,0.679050326296
conta,1.13546146727,0.910981324715,0.665731902343
nba,1.17886720549,0.123497962082,0.650609607931
jogador,4.29710639867,5.38618819254e-10,0.65021556119
tempo,3.71033144923,0.490034624597,0.638975574023
jogar,1.26128469051,1.23589722602,0.638630033107
eventos,1.03222721732e-06,0.475917547134,0.63268735955
aqui,0.243587775899,1.26036947452,0.630509996828
anos,4.33175831968,9.94326584683e-09,0.624871371897
bem,2.01480056726,0.912980548239,0.607922570751
sony,1.98897820995e-128,4.35586512114,0.605599490027
caso,1.09486368234,0.437418799173,0.602543098326
história,1.24266860646,0.282922654134,0.587629722436
booth,0.0236439049313,0.276470004763,0.583094330064
